Date,Conference,Home_Team,Home_Team_Link,Home_Score,Away_Team,Away_Team_Link,Away_Score,OT,Game_Notes,Day
1911-01-21,Intercollegiate,Cornell,/reports/team/Cornell/18,4,Yale,/reports/team/Yale/59,2,,"at St. Nicholas Rink, New York",Saturday
1911-01-21,Intercollegiate,Princeton,/reports/team/Princeton/45,1,Harvard,/reports/team/Harvard/22,5,,,Saturday
1911-01-28,Intercollegiate,Princeton,/reports/team/Princeton/45,0,Yale,/reports/team/Yale/59,1,,,Saturday
1911-01-28,Intercollegiate,Cornell,/reports/team/Cornell/18,3,Harvard,/reports/team/Harvard/22,2,,,Saturday
1911-02-04,Intercollegiate,Dartmouth,/reports/team/Dartmouth/19,1,Harvard,/reports/team/Harvard/22,12,,,Saturday
1911-02-10,Intercollegiate,Columbia,,0,Cornell,/reports/team/Cornell/18,4,,"at St. Nicholas Rink, New York",Friday
1911-02-18,Intercollegiate,Dartmouth,/reports/team/Dartmouth/19,1,Cornell,/reports/team/Cornell/18,5,,"at Boston Arena, Boston",Saturday
1911-02-18,Intercollegiate,Harvard,/reports/team/Harvard/22,3,Yale,/reports/team/Yale/59,2,,"at St. Nicholas Rink, New York",Saturday
1910-12-10,Non-Conference,Crescent AC,,7,Yale,/reports/team/Yale/59,3,,,Saturday
1910-12-14,Non-Conference,MIT,,3,Harvard,/reports/team/Harvard/22,4,,"at Matthews Arena, Boston",Wednesday
1910-12-17,Non-Conference,Mass. Agricultural,/reports/team/Mass-Agricultural/27,0,Harvard,/reports/team/Harvard/22,10,,,Saturday
1910-12-21,Non-Conference,St. Paul's,,3,Yale,/reports/team/Yale/59,9,,,Wednesday
1910-12-27,Non-Conference,Princeton,/reports/team/Princeton/45,5,Yale,/reports/team/Yale/59,4,,"at Elysium Arena, Cleveland",Tuesday
1910-12-28,Non-Conference,Princeton,/reports/team/Princeton/45,5,Yale,/reports/team/Yale/59,6,,"at Elysium Arena, Cleveland",Wednesday
1910-12-29,Non-Conference,Princeton,/reports/team/Princeton/45,4,Yale,/reports/team/Yale/59,3,,"at Elysium Arena, Cleveland",Thursday
1910-12-30,Non-Conference,Cornell,/reports/team/Cornell/18,4,Yale,/reports/team/Yale/59,3,,"first intercollegiate game ever played in Chicago – Chicago Ice Palace, Chicago",Friday
1910-12-31,Non-Conference,Cornell,/reports/team/Cornell/18,3,Yale,/reports/team/Yale/59,1,,"at Chicago Ice Palace, Chicago",Saturday
1911-01-02,Non-Conference,Cornell,/reports/team/Cornell/18,4,Yale,/reports/team/Yale/59,2,,"at Chicago Ice Palace, Chicago",Monday
1911-01-03,Non-Conference,Cornell,/reports/team/Cornell/18,5,Case,,1,,,Tuesday
1911-01-04,Non-Conference,Cornell,/reports/team/Cornell/18,13,Western Reserve,,0,,,Wednesday
1911-01-07,Non-Conference,McGill,,5,Harvard,/reports/team/Harvard/22,2,,,Saturday
1911-02-01,Non-Conference,Louden FC,,3,Yale,/reports/team/Yale/59,4,,,Wednesday
1911-02-02,Non-Conference,S'field Training,,3,Yale,/reports/team/Yale/59,7,,,Thursday
1911-02-03,Non-Conference,Mass. Agricultural,/reports/team/Mass-Agricultural/27,6,Yale,/reports/team/Yale/59,1,,,Friday
1910-11-30,Non-Conference,Stevens Tech,,0,Army,/reports/team/Army/6,3,,,Wednesday
1910-11-30,Non-Conference,Williams,,3,Army,/reports/team/Army/6,2,,,Wednesday
1910-11-30,Non-Conference,Springfield Trai,,2,Army,/reports/team/Army/6,1,,,Wednesday
1910-11-30,Non-Conference,Amherst,,2,Army,/reports/team/Army/6,0,,,Wednesday
1912-01-06,Intercollegiate,Columbia,,6,Cornell,/reports/team/Cornell/18,1,,"at Arena Ice Rink, Syracuse, N.Y.",Saturday
1912-01-13,Intercollegiate,Princeton,/reports/team/Princeton/45,6,Cornell,/reports/team/Cornell/18,1,,"at Arena Ice Rink, Syracuse, N.Y.",Saturday
1912-01-13,Non-Conference,MIT,,3,Yale,/reports/team/Yale/59,5,,,Saturday
1912-01-20,Intercollegiate,Cornell,/reports/team/Cornell/18,1,Yale,/reports/team/Yale/59,2,,"at St. Nicholas Rink, New York",Saturday
1912-01-20,Non-Conference,Princeton,/reports/team/Princeton/45,3,Harvard,/reports/team/Harvard/22,2,,,Saturday
1912-01-27,Intercollegiate,Princeton,/reports/team/Princeton/45,4,Yale,/reports/team/Yale/59,1,,"at St. Nicholas Rink, New York",Saturday
1912-01-27,Non-Conference,Cornell,/reports/team/Cornell/18,2,Harvard,/reports/team/Harvard/22,3,,,Saturday
1912-02-10,Intercollegiate,Yale,/reports/team/Yale/59,4,Columbia,,7,,,Saturday
1912-02-14,Intercollegiate,Dartmouth,/reports/team/Dartmouth/19,3,Yale,/reports/team/Yale/59,4,,,Wednesday
1912-02-17,Intercollegiate,Yale,/reports/team/Yale/59,0,Harvard,/reports/team/Harvard/22,4,,,Saturday
1912-02-21,Intercollegiate,Harvard,/reports/team/Harvard/22,2,Yale,/reports/team/Yale/59,3,,,Wednesday
1912-02-22,Intercollegiate,Dartmouth,/reports/team/Dartmouth/19,2,Cornell,/reports/team/Cornell/18,5,,"at Boston Arena, Boston",Thursday
1912-02-24,Intercollegiate,Harvard,/reports/team/Harvard/22,4,Yale,/reports/team/Yale/59,2,,,Saturday
1911-12-20,Non-Conference,St. Paul's,,1,Yale,/reports/team/Yale/59,2,,,Wednesday
1911-12-21,Non-Conference,MIT,,4,Harvard,/reports/team/Harvard/22,21,,,Thursday
1911-12-26,Non-Conference,Niagara Falls,,2,Cornell,/reports/team/Cornell/18,5,,"at Arena Ice Rink, Syracuse, N.Y.",Tuesday
1911-12-27,Non-Conference,Niagara Falls,,4,Cornell,/reports/team/Cornell/18,3,,"at Arena Ice Rink, Syracuse, N.Y.",Wednesday
1911-12-28,Non-Conference,Princeton,/reports/team/Princeton/45,4,Yale,/reports/team/Yale/59,1,,"at Elysium Arena, Cleveland",Thursday
1911-12-29,Non-Conference,Princeton,/reports/team/Princeton/45,6,Yale,/reports/team/Yale/59,2,,"at Elysium Arena, Cleveland",Friday
1911-12-30,Non-Conference,Princeton,/reports/team/Princeton/45,3,Yale,/reports/team/Yale/59,4,,"at Elysium Arena, Cleveland",Saturday
1912-01-01,Non-Conference,Cornell,/reports/team/Cornell/18,1,Yale,/reports/team/Yale/59,5,,"at Arena Ice Rink, Syracuse, N.Y.",Monday
1912-01-02,Non-Conference,Cornell,/reports/team/Cornell/18,0,Yale,/reports/team/Yale/59,1,,"at Arena Ice Rink, Syracuse, N.Y.",Tuesday
1912-01-03,Non-Conference,Cornell,/reports/team/Cornell/18,3,Yale,/reports/team/Yale/59,0,,"at Arena Ice Rink, Syracuse, N.Y.",Wednesday
1912-01-10,Non-Conference,Harvard,/reports/team/Harvard/22,3,Princeton,/reports/team/Princeton/45,2,,,Wednesday
1912-01-24,Non-Conference,Mass. Agricultural,/reports/team/Mass-Agricultural/27,0,Yale,/reports/team/Yale/59,3,,,Wednesday
1912-01-31,Non-Conference,S'field Training,,1,Yale,/reports/team/Yale/59,4,,,Wednesday
1912-01-31,Non-Conference,St. Francis Xav.,,2,Harvard,/reports/team/Harvard/22,7,,,Wednesday
1912-02-03,Non-Conference,St. Nick's,,2,Yale,/reports/team/Yale/59,3,,,Saturday
1912-02-03,Non-Conference,McGill,,0,Harvard,/reports/team/Harvard/22,3,,,Saturday
1912-02-09,Non-Conference,Dartmouth,/reports/team/Dartmouth/19,3,Harvard,/reports/team/Harvard/22,7,,,Friday
1911-11-30,Non-Conference,Amherst,,1,Army,/reports/team/Army/6,1,,,Thursday
1911-11-30,Non-Conference,MIT,,10,Army,/reports/team/Army/6,0,,,Thursday
1911-11-30,Non-Conference,RPI,/reports/team/RPI/48,1,Army,/reports/team/Army/6,2,,,Thursday
1911-11-30,Non-Conference,Stevens Tech,,0,Army,/reports/team/Army/6,5,,,Thursday
1913-01-11,Intercollegiate,Princeton,/reports/team/Princeton/45,9,Cornell,/reports/team/Cornell/18,0,,"5 goals by Hobey Baker – St. Nicholas Rink, New York",Saturday
1913-02-15,Intercollegiate,Dartmouth,/reports/team/Dartmouth/19,7,Cornell,/reports/team/Cornell/18,1,,"at Arena Ice Rink, Syracuse, N.Y.",Saturday
1913-02-15,Non-Conference,Mass. Agricultural,/reports/team/Mass-Agricultural/27,0,Yale,/reports/team/Yale/59,4,,,Saturday
1913-02-15,Non-Conference,Princeton,/reports/team/Princeton/45,0,Harvard,/reports/team/Harvard/22,3,,,Saturday
1912-12-18,Non-Conference,MIT,,0,Harvard,/reports/team/Harvard/22,4,,"at Boston Arena, Boston",Wednesday
1912-12-19,Non-Conference,St. Paul's,,4,Yale,/reports/team/Yale/59,2,,"at St. Nicholas Rink, New York",Thursday
1912-12-26,Non-Conference,Princeton,/reports/team/Princeton/45,5,Cornell,/reports/team/Cornell/18,1,,"at Arena Ice Rink, Syracuse, N.Y.",Thursday
1912-12-27,Non-Conference,Princeton,/reports/team/Princeton/45,5,Cornell,/reports/team/Cornell/18,3,,"at Arena Ice Rink, Syracuse, N.Y.",Friday
1912-12-28,Non-Conference,Princeton,/reports/team/Princeton/45,7,Cornell,/reports/team/Cornell/18,1,,"at Arena Ice Rink, Syracuse, N.Y.",Saturday
1913-01-02,Non-Conference,McGill,,2,Yale,/reports/team/Yale/59,0,,"at Boston Arena, Boston",Thursday
1913-01-06,Non-Conference,Ottawa,,2,Harvard,/reports/team/Harvard/22,0,,,Monday
1913-01-08,Non-Conference,Yale,/reports/team/Yale/59,6,430,,0,,,Wednesday
1913-01-15,Non-Conference,Toronto,,0,Harvard,/reports/team/Harvard/22,2,,,Wednesday
1913-01-18,Non-Conference,Cornell,/reports/team/Cornell/18,2,Harvard,/reports/team/Harvard/22,8,,,Saturday
1913-01-18,Non-Conference,Princeton,/reports/team/Princeton/45,7,Yale,/reports/team/Yale/59,5,,"at St. Nicholas Rink, New York",Saturday
1913-01-22,Non-Conference,Princeton,/reports/team/Princeton/45,3,Harvard,/reports/team/Harvard/22,5,,,Wednesday
1913-01-27,Non-Conference,Mass. Agricultural,/reports/team/Mass-Agricultural/27,3,Harvard,/reports/team/Harvard/22,9,,,Monday
1913-02-01,Non-Conference,Yale,/reports/team/Yale/59,0,Harvard,/reports/team/Harvard/22,4,,,Saturday
1913-02-05,Non-Conference,Dartmouth,/reports/team/Dartmouth/19,1,Harvard,/reports/team/Harvard/22,3,,,Wednesday
1913-02-07,Non-Conference,Dartmouth,/reports/team/Dartmouth/19,3,Yale,/reports/team/Yale/59,2,,"at St. Nicholas Rink, New York",Friday
1913-02-08,Non-Conference,Yale Freshmen,,1,Yale,/reports/team/Yale/59,7,,,Saturday
1913-02-08,Non-Conference,Harvard,/reports/team/Harvard/22,1,Princeton,/reports/team/Princeton/45,3,,,Saturday
1913-02-12,Non-Conference,Princeton,/reports/team/Princeton/45,8,Yale,/reports/team/Yale/59,2,,"at St. Nicholas Rink, New York",Wednesday
1913-02-19,Non-Conference,Harvard,/reports/team/Harvard/22,3,Yale,/reports/team/Yale/59,2,,"at St. Nicholas Rink, New York",Wednesday
1913-02-22,Non-Conference,Cornell,/reports/team/Cornell/18,0,Toronto,,10,,,Saturday
1912-11-30,Non-Conference,NYU,,2,Army,/reports/team/Army/6,7,,,Saturday
1912-11-30,Non-Conference,Trinity,,0,Army,/reports/team/Army/6,3,,,Saturday
1912-11-30,Non-Conference,Amherst,,0,Army,/reports/team/Army/6,1,,,Saturday
1912-11-30,Non-Conference,N.Y. Military Ac,,0,Army,/reports/team/Army/6,27,,,Saturday
1912-11-30,Non-Conference,MIT,,5,Army,/reports/team/Army/6,0,,,Saturday
1912-11-30,Non-Conference,Norwich,,0,Army,/reports/team/Army/6,4,,,Saturday
1913-12-17,Non-Conference,MIT,,1,Harvard,/reports/team/Harvard/22,11,,"at Boston Arena, Boston",Wednesday
1913-12-20,Non-Conference,Yale,/reports/team/Yale/59,1,St. Michael's,,5,,,Saturday
1913-12-22,Non-Conference,Yale,/reports/team/Yale/59,0,Syracuse,,1,,,Monday
1913-12-23,Non-Conference,Cornell,/reports/team/Cornell/18,2,Yale,/reports/team/Yale/59,3,,"at Arena Ice Rink, Syracuse, N.Y.",Tuesday
1913-12-27,Non-Conference,Harvard,/reports/team/Harvard/22,5,Syracuse,,2,,,Saturday
1913-12-30,Non-Conference,Harvard,/reports/team/Harvard/22,1,Syracuse,,2,,,Tuesday
1914-01-02,Non-Conference,Ottawa,,2,Harvard,/reports/team/Harvard/22,0,,"at Arena Ice Rink, Syracuse, N.Y.",Friday
1914-01-03,Non-Conference,Ottawa,,3,Harvard,/reports/team/Harvard/22,0,,"at Arena Ice Rink, Syracuse, N.Y.",Saturday
1914-01-07,Non-Conference,Mass. Agricultural,/reports/team/Mass-Agricultural/27,0,Harvard,/reports/team/Harvard/22,1,,,Wednesday
1914-01-09,Non-Conference,Cornell,/reports/team/Cornell/18,5,Army,/reports/team/Army/6,1,,,Friday
1914-01-10,Non-Conference,Princeton,/reports/team/Princeton/45,9,Cornell,/reports/team/Cornell/18,1,,"at St. Nicholas Rink, New York",Saturday
1914-01-14,Non-Conference,Mass. Agricultural,/reports/team/Mass-Agricultural/27,3,Harvard,/reports/team/Harvard/22,4,,,Wednesday
1914-01-17,Non-Conference,Dartmouth,/reports/team/Dartmouth/19,1,Harvard,/reports/team/Harvard/22,2,,,Saturday
1914-01-24,Non-Conference,St. Nick's,,7,Yale,/reports/team/Yale/59,1,,,Saturday
1914-01-24,Non-Conference,Princeton,/reports/team/Princeton/45,1,Harvard,/reports/team/Harvard/22,2,,,Saturday
1914-01-28,Non-Conference,Princeton,/reports/team/Princeton/45,5,Yale,/reports/team/Yale/59,3,,,Wednesday
1914-01-31,Non-Conference,Princeton,/reports/team/Princeton/45,3,Yale,/reports/team/Yale/59,1,,"at St. Nicholas Rink, New York",Saturday
1914-01-31,Non-Conference,McGill,,2,Harvard,/reports/team/Harvard/22,1,,,Saturday
1914-02-02,Non-Conference,Dartmouth,/reports/team/Dartmouth/19,5,Yale,/reports/team/Yale/59,3,,,Monday
1914-02-06,Non-Conference,Yale,/reports/team/Yale/59,3,Harvard,/reports/team/Harvard/22,4,,,Friday
1914-02-07,Non-Conference,Yale,/reports/team/Yale/59,3,Harvard,/reports/team/Harvard/22,4,,,Saturday
1914-02-07,Non-Conference,430,,2,Cornell,/reports/team/Cornell/18,0,,,Saturday
1914-02-11,Non-Conference,Harvard,/reports/team/Harvard/22,1,Yale,/reports/team/Yale/59,3,,,Wednesday
1914-02-14,Non-Conference,Harvard,/reports/team/Harvard/22,2,Princeton,/reports/team/Princeton/45,4,,,Saturday
1914-02-14,Non-Conference,Cornell,/reports/team/Cornell/18,1,Yale,/reports/team/Yale/59,3,,,Saturday
1914-02-18,Non-Conference,Williams,,1,Yale,/reports/team/Yale/59,5,,,Wednesday
1914-02-21,Non-Conference,Crescent AC,,2,Yale,/reports/team/Yale/59,3,,,Saturday
1914-02-21,Non-Conference,Harvard,/reports/team/Harvard/22,1,Princeton,/reports/team/Princeton/45,4,,,Saturday
1914-02-28,Non-Conference,Yale,/reports/team/Yale/59,1,Harvard,/reports/team/Harvard/22,4,,,Saturday
1914-03-04,Non-Conference,New Haven HC,,1,Yale,/reports/team/Yale/59,3,,,Wednesday
1913-11-30,Non-Conference,NYNG 7th Regimen,,7,Army,/reports/team/Army/6,4,,,Sunday
1913-11-30,Non-Conference,Cornell,/reports/team/Cornell/18,0,Army,/reports/team/Army/6,1,,,Sunday
1913-11-30,Non-Conference,Mass. Agricultural,/reports/team/Mass-Agricultural/27,5,Army,/reports/team/Army/6,0,,,Sunday
1913-11-30,Non-Conference,Amherst,,5,Army,/reports/team/Army/6,4,,,Sunday
1913-11-30,Non-Conference,Dartmouth,/reports/team/Dartmouth/19,7,Army,/reports/team/Army/6,3,,,Sunday
1913-11-30,Non-Conference,Stone School,,0,Army,/reports/team/Army/6,9,,,Sunday
1914-01-19,Non-Conference,Princeton,/reports/team/Princeton/45,5,Army,/reports/team/Army/6,3,,,Monday
1914-12-17,Non-Conference,MIT,,2,Harvard,/reports/team/Harvard/22,6,,"at Boston Arena, Boston",Thursday
1914-12-29,Non-Conference,Princeton,/reports/team/Princeton/45,4,Cornell,/reports/team/Cornell/18,1,,"at Arena Ice Rink, Syracuse, N.Y.",Tuesday
1914-11-30,Non-Conference,McGill,,3,Yale,/reports/team/Yale/59,7,,,Monday
1914-11-30,Non-Conference,MIT,,2,Yale,/reports/team/Yale/59,5,,,Monday
1914-11-30,Non-Conference,St. Nick's,,4,Yale,/reports/team/Yale/59,3,,,Monday
1914-11-30,Non-Conference,Mass. Agricultural,/reports/team/Mass-Agricultural/27,7,Army,/reports/team/Army/6,1,,,Monday
1914-11-30,Non-Conference,430,,2,Army,/reports/team/Army/6,1,,,Monday
1914-11-30,Non-Conference,"M.V.M., Batallio",,2,Army,/reports/team/Army/6,1,,,Monday
1914-11-30,Non-Conference,NYNG 7th Regimen,,0,Army,/reports/team/Army/6,3,,,Monday
1914-11-30,Non-Conference,Springfield Y.M.,,2,Army,/reports/team/Army/6,1,,,Monday
1915-01-06,Non-Conference,Mass. Agricultural,/reports/team/Mass-Agricultural/27,2,Yale,/reports/team/Yale/59,5,,,Wednesday
1915-01-06,Non-Conference,Queen's,,2,Harvard,/reports/team/Harvard/22,1,,,Wednesday
1915-01-09,Non-Conference,Cornell,/reports/team/Cornell/18,1,Harvard,/reports/team/Harvard/22,8,,,Saturday
1915-01-16,Non-Conference,Harvard,/reports/team/Harvard/22,4,Princeton,/reports/team/Princeton/45,1,,,Saturday
1915-01-20,Non-Conference,Dartmouth,/reports/team/Dartmouth/19,4,Harvard,/reports/team/Harvard/22,2,,,Wednesday
1915-01-23,Non-Conference,Princeton,/reports/team/Princeton/45,1,Harvard,/reports/team/Harvard/22,5,,,Saturday
1915-01-23,Non-Conference,Cornell,/reports/team/Cornell/18,2,Yale,/reports/team/Yale/59,4,,,Saturday
1915-01-27,Non-Conference,Princeton,/reports/team/Princeton/45,2,Yale,/reports/team/Yale/59,1,,,Wednesday
1915-01-30,Non-Conference,Yale,/reports/team/Yale/59,2,Harvard,/reports/team/Harvard/22,4,,,Saturday
1915-02-03,Non-Conference,Mass. Agricultural,/reports/team/Mass-Agricultural/27,0,Harvard,/reports/team/Harvard/22,4,,,Wednesday
1915-02-05,Non-Conference,McGill,,1,Harvard,/reports/team/Harvard/22,0,,,Friday
1915-02-05,Non-Conference,430,,1,Cornell,/reports/team/Cornell/18,7,,,Friday
1915-02-08,Non-Conference,Dartmouth,/reports/team/Dartmouth/19,1,Yale,/reports/team/Yale/59,4,,,Monday
1915-02-09,Non-Conference,Williams,,1,Harvard,/reports/team/Harvard/22,9,,,Tuesday
1915-02-17,Non-Conference,Princeton,/reports/team/Princeton/45,1,Yale,/reports/team/Yale/59,3,,"at St. Nicholas Rink, New York",Wednesday
1915-02-20,Non-Conference,Princeton,/reports/team/Princeton/45,1,Yale,/reports/team/Yale/59,5,,"at St. Nicholas Rink, New York",Saturday
1915-02-23,Non-Conference,Harvard,/reports/team/Harvard/22,3,Yale,/reports/team/Yale/59,1,,,Tuesday
1915-12-28,Non-Conference,Princeton,/reports/team/Princeton/45,5,Yale,/reports/team/Yale/59,2,,"at Duquesne Gardens, Pittsburgh, Pa.",Tuesday
1915-12-29,Non-Conference,Princeton,/reports/team/Princeton/45,2,Yale,/reports/team/Yale/59,0,,"at Duquesne Gardens, Pittsburgh, Pa.",Wednesday
1915-12-30,Non-Conference,Princeton,/reports/team/Princeton/45,1,Yale,/reports/team/Yale/59,3,,"at Duquesne Gardens, Pittsburgh, Pa.",Thursday
1915-11-30,Non-Conference,Boston A.A.,,6,Yale,/reports/team/Yale/59,1,,,Tuesday
1915-11-30,Non-Conference,Crescent AC,,3,Yale,/reports/team/Yale/59,4,,,Tuesday
1915-11-30,Non-Conference,MIT,,2,Yale,/reports/team/Yale/59,5,,,Tuesday
1915-11-30,Non-Conference,New Haven HC,,1,Yale,/reports/team/Yale/59,6,,,Tuesday
1915-11-30,Non-Conference,Williams,,0,Yale,/reports/team/Yale/59,5,,,Tuesday
1915-11-30,Non-Conference,RPI,/reports/team/RPI/48,0,Army,/reports/team/Army/6,0,,,Tuesday
1915-11-30,Non-Conference,Dartmouth,/reports/team/Dartmouth/19,9,Army,/reports/team/Army/6,0,,,Tuesday
1915-11-30,Non-Conference,Newburgh A.C.,,1,Army,/reports/team/Army/6,9,,,Tuesday
1915-11-30,Non-Conference,Stevens Tech,,1,Army,/reports/team/Army/6,4,,,Tuesday
1916-01-08,Non-Conference,Queen's,,4,Harvard,/reports/team/Harvard/22,3,,,Saturday
1916-01-11,Non-Conference,Cornell,/reports/team/Cornell/18,0,Harvard,/reports/team/Harvard/22,2,,,Tuesday
1916-01-12,Non-Conference,Cornell,/reports/team/Cornell/18,2,MIT,,1,,,Wednesday
1916-01-12,Non-Conference,Mass. Agricultural,/reports/team/Mass-Agricultural/27,1,Yale,/reports/team/Yale/59,5,,,Wednesday
1916-01-15,Non-Conference,Princeton,/reports/team/Princeton/45,0,Harvard,/reports/team/Harvard/22,3,,,Saturday
1916-01-19,Non-Conference,Princeton,/reports/team/Princeton/45,2,Yale,/reports/team/Yale/59,1,,"at St. Nicholas Rink, New York",Wednesday
1916-01-22,Non-Conference,Harvard,/reports/team/Harvard/22,2,Princeton,/reports/team/Princeton/45,0,,,Saturday
1916-01-29,Non-Conference,McGill,,1,Harvard,/reports/team/Harvard/22,4,,,Saturday
1916-02-04,Non-Conference,Dartmouth,/reports/team/Dartmouth/19,0,Harvard,/reports/team/Harvard/22,6,,,Friday
1916-02-07,Non-Conference,Dartmouth,/reports/team/Dartmouth/19,3,Yale,/reports/team/Yale/59,4,3ot,,Monday
1916-02-12,Non-Conference,Yale,/reports/team/Yale/59,0,Harvard,/reports/team/Harvard/22,2,,,Saturday
1916-02-19,Non-Conference,Princeton,/reports/team/Princeton/45,1,Yale,/reports/team/Yale/59,3,,,Saturday
1916-02-23,Non-Conference,Princeton,/reports/team/Princeton/45,3,Yale,/reports/team/Yale/59,6,,,Wednesday
1916-02-26,Non-Conference,Harvard,/reports/team/Harvard/22,4,Yale,/reports/team/Yale/59,2,,,Saturday
1916-11-30,Non-Conference,Dartmouth,/reports/team/Dartmouth/19,2,Yale,/reports/team/Yale/59,1,,,Thursday
1916-11-30,Non-Conference,MIT,,1,Yale,/reports/team/Yale/59,8,,,Thursday
1916-11-30,Non-Conference,RPI,/reports/team/RPI/48,0,Army,/reports/team/Army/6,2,,,Thursday
1916-11-30,Non-Conference,Dartmouth,/reports/team/Dartmouth/19,3,Army,/reports/team/Army/6,0,,,Thursday
1916-11-30,Non-Conference,Mass. Agricultural,/reports/team/Mass-Agricultural/27,2,Army,/reports/team/Army/6,1,,,Thursday
1916-11-30,Non-Conference,MIT,,1,Army,/reports/team/Army/6,2,,,Thursday
1916-11-30,Non-Conference,Springfield Y.M.,,3,Army,/reports/team/Army/6,4,,,Thursday
1916-11-30,Non-Conference,Colgate,/reports/team/Colgate/15,5,Army,/reports/team/Army/6,2,,,Thursday
1916-11-30,Non-Conference,NYNG 7th Regimen,,1,Army,/reports/team/Army/6,2,,,Thursday
1916-11-30,Non-Conference,NY State College,,1,Army,/reports/team/Army/6,7,,,Thursday
1916-11-30,Non-Conference,Newman School,,0,Army,/reports/team/Army/6,9,,,Thursday
1916-11-30,Non-Conference,Verona Hockey Cl,,3,Army,/reports/team/Army/6,2,,,Thursday
1916-11-30,Non-Conference,New Rochelle Hoc,,2,Army,/reports/team/Army/6,0,,,Thursday
1917-01-09,Non-Conference,MIT,,0,Harvard,/reports/team/Harvard/22,8,,"at Boston Arena, Boston",Tuesday
1917-01-11,Non-Conference,Williams,,2,Yale,/reports/team/Yale/59,3,,,Thursday
1917-01-13,Non-Conference,Princeton,/reports/team/Princeton/45,1,Yale,/reports/team/Yale/59,2,,"at St. Nicholas Rink, New York",Saturday
1917-01-13,Non-Conference,Dartmouth,/reports/team/Dartmouth/19,0,Harvard,/reports/team/Harvard/22,3,,,Saturday
1917-01-17,Non-Conference,Princeton,/reports/team/Princeton/45,4,Yale,/reports/team/Yale/59,3,3ot,,Wednesday
1917-01-20,Non-Conference,Harvard,/reports/team/Harvard/22,1,Princeton,/reports/team/Princeton/45,2,,,Saturday
1917-01-24,Non-Conference,Mass. Agricultural,/reports/team/Mass-Agricultural/27,3,Yale,/reports/team/Yale/59,5,,,Wednesday
1917-01-25,Non-Conference,Colgate,/reports/team/Colgate/15,3,Yale,/reports/team/Yale/59,7,,,Thursday
