Team,Player,No,Position,Position,Yr,Ht,Wt,DOB,Hometown,Position,Position,Height_Inches,Draft_Year,NHL_Team,D_Round,Last Team,League
Lake Superior,Jordan Venegoni,21,Forwards,Forwards,Jr,6-0,185,8/16/2000,"Livonia, Mich.",Forwards,Forwards,72,,,,Amarillo,NAHL
Lake Superior,Jared Westcott,15,Forwards,Forwards,Sr,6-1,200,6/14/1999,"Imperial, Mo.",Forwards,Forwards,73,,,,Penn State,Big10
Lake Superior,Joshua Wildauer,19,Forwards,Forwards,Sr,5-8,170,6/16/1999,"Dearborn Heights, Mich.",Forwards,Forwards,68,,,,Coquitlam,BCHL
Lake Superior,Tyler Williams,3,Forwards,Forwards,Sr,5-7,175,5/16/2000,"South Lyon, Mich.",Forwards,Forwards,67,,,,Nanaimo,BCHL
Lake Superior,William Hakansson,31,Goaltenders,Goaltenders,Fr,6-0,190,3/24/2003,"Oskarshamn, Sweden",Goaltenders,Goaltenders,72,,,,Maryland,NAHL
Lake Superior,Easton Hesse,30,Goaltenders,Goaltenders,Jr,6-0,175,6/28/2000,"Beaumont, Alb.",Goaltenders,Goaltenders,72,,,,Bonnyville,AJHL
Lake Superior,Ethan Langenegger,1,Goaltenders,Goaltenders,Sr,6-0,187,9/10/2000,"Kamloops, B.C.",Goaltenders,Goaltenders,72,,,,Salmon Arm,BCHL
Clarkson,Noah Beck,18,Defensemen,Defensemen,Sr,6-3,191,3/25/2001,"Richmond Hill, Ont.",Defensemen,Defensemen,75,2020,STL,7,Fargo,USHL
Clarkson,Jack Judson,2,Defensemen,Defensemen,Gr,6-1,195,2/26/2000,"White Rock, B.C.",Defensemen,Defensemen,73,,,,Arizona State,DI Independent
Clarkson,Caden Lewandowski,12,Defensemen,Defensemen,Jr,6-4,205,6/2/2000,"Port Huron, Mich.",Defensemen,Defensemen,76,,,,Johnstown,NAHL
Clarkson,Dustyn McFaul,27,Defensemen,Defensemen,Sr,6-3,197,8/4/2000,"Waterdown, Ont.",Defensemen,Defensemen,75,2018,BOS,6,Pickering,OJHL
Clarkson,Carter Rose,8,Defensemen,Defensemen,Fr,6-2,195,8/9/2002,"Brasher Falls, N.Y.",Defensemen,Defensemen,74,,,,Green Bay,USHL
Clarkson,Tristan Sarsland,5,Defensemen,Defensemen,So,6-1,185,2/25/2004,"Wayzata, Minn.",Defensemen,Defensemen,73,,,,Benilde- St. Margaret’s,
Clarkson,Trey Taylor,4,Defensemen,Defensemen,So,6-2,190,2/4/2002,"Richmond, B.C.",Defensemen,Defensemen,74,,,,Youngstown,NAHL
Clarkson,Kaelan Taylor,3,Defensemen,Defensemen,Sr,6-2,195,1/3/1999,"Oceanside, Calif.",Defensemen,Defensemen,74,,,,Dubuque,USHL
Clarkson,Erik Bargholtz,9,Forwards,Forwards,So,6-1,193,4/12/2001,"Appleton, Wis.",Forwards,Forwards,73,,,,Fargo,USHL
Clarkson,Eric Ciccolini,39,Forwards,Forwards,Sr,6-0,185,1/14/2001,"Vaughan, Ont.",Forwards,Forwards,72,2019,NYR,7,Michigan,B10
Clarkson,Brady Egan,10,Forwards,Forwards,So,5-10,182,10/9/2001,"Carp, Ont.",Forwards,Forwards,70,,,,Pembroke,CCHL
Clarkson,Daimon Gardner,16,Forwards,Forwards,Fr,6-5,205,1/18/2004,"Eagle Lake, Ont.",Forwards,Forwards,77,2022,VAN,4,Tri-City,USHL
Clarkson,Mathieu Gosselin,13,Forwards,Forwards,Sr,5-10,183,5/18/1999,"Québec City, Que.",Forwards,Forwards,70,,,,Merritt,BCHL
Clarkson,George Grannis,21,Forwards,Forwards,Jr,6-0,195,4/16/2000,"Duluth, Minn.",Forwards,Forwards,72,,,,Bismark,NAHL
Clarkson,Ayrton Martino,15,Forwards,Forwards,Jr,5-11,186,9/28/2002,"Toronto, Ont.",Forwards,Forwards,71,2021,DAL,3,Omaha,USHL
Clarkson,Oliver Moberg,23,Forwards,Forwards,Fr,6-3,210,2/23/2003,"Bromma, Sweden",Forwards,Forwards,75,,,,Dubuque,USHL
Clarkson,Cody Monds,20,Forwards,Forwards,Sr,5-10,180,2/9/2001,"Brockville, Ont.",Forwards,Forwards,70,,,,Providence,HEA
Clarkson,Ryan Richardson,26,Forwards,Forwards,Jr,6-1,193,4/9/2001,"Stittsville, Ont.",Forwards,Forwards,73,,,,Fargo,USHL
Clarkson,Ellis Rickwood,19,Forwards,Forwards,So,6-2,200,7/2/2002,"Brantford, Ont.",Forwards,Forwards,74,,,,Victoria,BCHL
Clarkson,Anthony Romano,29,Forwards,Forwards,Sr,5-11,195,10/7/2000,"Richmond Hill, Ont.",Forwards,Forwards,71,2019,ARI,6,Sioux Falls,USHL
Clarkson,Charlie Russell,11,Forwards,Forwards,Fr,5-11,174,8/21/2003,"Skaneateles, N.Y.",Forwards,Forwards,71,,,,Fargo,USHL
Clarkson,Talon Sigurdson,14,Forwards,Forwards,Fr,6-1,180,1/11/2002,"Sartell, Minn.",Forwards,Forwards,73,,,,Des Moines,USHL
Clarkson,Ryan Taylor,28,Forwards,Forwards,So,6-3,210,3/9/2001,"St. Louis, Mo.",Forwards,Forwards,75,,,,Bismarck,NAHL
Clarkson,Jesse Tucker,17,Forwards,Forwards,Jr,5-11,187,3/1/2000,"Longlac, Ont.",Forwards,Forwards,71,,,,Michigan State,B10
Clarkson,Emmett Croteau,1,Goaltenders,Goaltenders,Fr,6-4,205,12/7/2003,"Bonnyville, Alb.",Goaltenders,Goaltenders,76,2022,MTL,6,Waterloo,USHL
Clarkson,Brady Parker,34,Goaltenders,Goaltenders,Jr,5-10,180,7/10/2000,"Scottsdale, Ariz.",Goaltenders,Goaltenders,70,,,,Okotoks,AJHL
Clarkson,Austin Roden,33,Goaltenders,Goaltenders,Sr,6-1,185,4/30/1998,"Victoria, B.C.",Goaltenders,Goaltenders,73,,,,Providence,HEA
RIT,Gianfranco Cassaro,10,Defensemen,Defensemen,Sr,6-0,188,3/30/1999,"Nobleton, Ont.",Defensemen,Defensemen,72,,,,Massachusetts,HEA
RIT,Aiden Hansen-Bukata,23,Defensemen,Defensemen,Sr,6-0,180,6/29/1999,"Delta, B.C.",Defensemen,Defensemen,72,,,,Nanaimo,BCHL
RIT,Xavier Lapointe,28,Defensemen,Defensemen,So,6-0,190,1/26/2002,"Québec, Que.",Defensemen,Defensemen,72,,,,Flin Flon,SJHL
RIT,Dimitri Mikrogiannakis,4,Defensemen,Defensemen,Sr,6-1,200,9/20/1999,"Aurora, Ont.",Defensemen,Defensemen,73,,,,Cowichan Valley,BCHL
RIT,Ryan Nicholson,24,Defensemen,Defensemen,Gr,6-3,201,1/14/1999,"Mississauga, Ont.",Defensemen,Defensemen,75,,,,Oakville,OJHL
RIT,Kevin Scott,18,Defensemen,Defensemen,Fr,6-3,215,4/30/2003,"Ashburn, Va.",Defensemen,Defensemen,75,,,,Fargo,USHL
RIT,Douglas Scott,25,Defensemen,Defensemen,Jr,5-10,195,4/16/2000,"North Vancouver, B.C.",Defensemen,Defensemen,70,,,,Humboldt,SJHL
RIT,Crossley Stewart,27,Defensemen,Defensemen,Fr,6-3,190,5/30/2002,"Prince Rupert, B.C.",Defensemen,Defensemen,75,,,,Burlington,OJHL
RIT,Tanner Andrew,7,Forwards,Forwards,Jr,5-9,170,2/11/2000,"Virden, Man.",Forwards,Forwards,69,,,,Chilliwack,BCHL
RIT,Gustav Blom,5,Forwards,Forwards,So,6-0,180,1/30/2001,"Stockholm, Sweden",Forwards,Forwards,72,,,,New Mexico,NAHL
RIT,Christian Catalano,19,Forwards,Forwards,Fr,6-1,190,5/23/2003,"Mississauga, Ont.",Forwards,Forwards,73,,,,Maryland,NAHL
RIT,Tyler Fukakusa,9,Forwards,Forwards,Fr,5-11,180,8/14/2002,"Toronto, Ont.",Forwards,Forwards,71,,,,Toronto,OJHL
RIT,Elijah Gonsalves,16,Forwards,Forwards,Gr,5-9,175,3/8/2000,"Scarborough, Ont.",Forwards,Forwards,69,,,,Wellington,OJHL
RIT,Grady Hobbs,22,Forwards,Forwards,Jr,5-8,177,3/18/2000,"Deloraine, Man.",Forwards,Forwards,68,,,,Dauphin,MJHL
RIT,Simon Isabelle,12,Forwards,Forwards,So,5-10,175,1/12/2001,"Whitehorse, Yukon",Forwards,Forwards,70,,,,Ottawa,CCHL
RIT,Philippe Jacques,11,Forwards,Forwards,So,6-4,200,10/29/2002,"Québec, Que.",Forwards,Forwards,76,,,,Ottawa,CCHL
RIT,Adam Jeffery,15,Forwards,Forwards,So,6-5,205,5/8/2001,"Leamington, Ont.",Forwards,Forwards,77,,,,Cowichan Valley,BCHL
RIT,Cody Laskosky,26,Forwards,Forwards,Sr,5-11,180,6/21/1999,"New Norway, Alb.",Forwards,Forwards,71,,,,Camrose,AJHL
RIT,Tyler Mahan,14,Forwards,Forwards,So,6-0,190,12/14/2001,"Calgary, Alb.",Forwards,Forwards,72,,,,Whitecourt,AJHL
RIT,Evan Miller,8,Forwards,Forwards,Jr,6-0,177,3/7/2000,"Niagara-on-the-Lake, Ont.",Forwards,Forwards,72,,,,Wellington,OJHL
RIT,Caleb Moretz,20,Forwards,Forwards,Gr,5-10,180,7/14/1998,"Fairbanks, Alaska",Forwards,Forwards,70,,,,Flin Flon,SJHL
RIT,Matthew Wilde,6,Forwards,Forwards,Fr,6-2,198,4/30/2002,"Mississauga, Ont.",Forwards,Forwards,74,,,,Toronto,OJHL
RIT,Carter Wilkie,21,Forwards,Forwards,Jr,6-2,205,4/3/2000,"Calgary, Alb.",Forwards,Forwards,74,,,,West Kelowna,BCHL
RIT,Daniel Chenard,32,Goaltenders,Goaltenders,Sr,6-0,168,10/3/1999,"Waterloo, Ont.",Goaltenders,Goaltenders,72,,,,Wenatchee,BCHL
RIT,Luke Lush,33,Goaltenders,Goaltenders,Fr,6-2,194,2/15/1998,"Sherwood Park, Alb.",Goaltenders,Goaltenders,74,,,,Sacred Heart,AHA
RIT,Tommy Scarfone,30,Goaltenders,Goaltenders,Jr,6-0,175,11/19/2000,"L'Île-Bizard, Que.",Goaltenders,Goaltenders,72,,,,Surrey,BCHL
St Thomas,Tobias Abrahamsson,46,Defensemen,Defensemen,Fr,6-4,214,8/30/2003,"Jonkoping, Sweden",Defensemen,Defensemen,76,,,,HV71,J20
St Thomas,Chase Cheslock,26,Defensemen,Defensemen,Fr,6-3,205,,,Defensemen,Defensemen,75,,,,,
St Thomas,Grant Docter,24,Defensemen,Defensemen,Jr,5-10,174,12/6/2000,"Golden Valley, Minn.",Defensemen,Defensemen,70,,,,Michigan Tech,
St Thomas,Ethan Gauer,18,Defensemen,Defensemen,Sr,6-0,185,12/23/1999,"Farmington, Mich.",Defensemen,Defensemen,72,,,,Bemidji State,WCHA
St Thomas,James Marooney,2,Defensemen,Defensemen,Gr,5-9,175,8/16/1999,"Chaska, Minn.",Defensemen,Defensemen,69,,,,Ohio State,B10
St Thomas,Cole Miller,4,Defensemen,Defensemen,Fr,5-11,181,8/27/2002,"Littleton, Colo.",Defensemen,Defensemen,71,,,,Sioux Falls,USHL
St Thomas,Carson Peters,21,Defensemen,Defensemen,So,6-3,200,10/28/2002,"Minneapolis, Minn.",Defensemen,Defensemen,75,,,,Cedar Rapids,USHL
St Thomas,Mason Poolman,10,Defensemen,Defensemen,Fr,6-1,179,1/31/2002,"East Grand Forks, Minn.",Defensemen,Defensemen,73,,,,Penticton,BCHL
St Thomas,Jake Ratzlaff,6,Defensemen,Defensemen,So,,0,6/23/2002,"Rosemount, Minn.",Defensemen,Defensemen,0,,,,Madison,USHL
St Thomas,Braidan Simmons-Fischer,28,Defensemen,Defensemen,So,6-7,220,1/26/2002,"Detroit, Mich.",Defensemen,Defensemen,79,,,,Austin,NAHL
St Thomas,Jase Sofo,14,Defensemen,Defensemen,Fr,6-3,190,6/25/2002,"Sylvania, Ohio",Defensemen,Defensemen,75,,,,Amarillo,NAHL
St Thomas,Jake Braccini,17,Forwards,Forwards,So,5-11,192,7/2/2001,"Hanover, Minn.",Forwards,Forwards,71,,,,Muskegon,USHL
St Thomas,Mack Byers,22,Forwards,Forwards,So,5-11,172,2/8/1999,"Long Lake, Minn.",Forwards,Forwards,71,,,,Aberdeen,NAHL
St Thomas,Ryder Donovan,27,Forwards,Forwards,Gr,6-3,203,10/4/2000,"Duluth, Minn.",Forwards,Forwards,75,2019,VGK,4,Wisconsin,B10
St Thomas,Cooper Gay,20,Forwards,Forwards,So,6-4,210,3/15/2002,"Edina, Minn.",Forwards,Forwards,76,,,,Fargo,USHL
St Thomas,Matthew Gleason,5,Forwards,Forwards,Sr,5-8,170,9/20/2001,"St. Paul, Minn.",Forwards,Forwards,68,,,,Colorado College,NCHC
St Thomas,Luc Laylin,19,Forwards,Forwards,So,5-8,170,12/30/2001,"St. Michael, Minn.",Forwards,Forwards,68,,,,Prince George,BCHL
St Thomas,Liam Malmquist,25,Forwards,Forwards,Jr,5-10,165,10/8/2000,"Edina, Minn.",Forwards,Forwards,70,,,,Wisconsin,B10
St Thomas,Luke Manning,16,Forwards,Forwards,Gr,5-10,190,4/13/1999,"Stillwater, Minn.",Forwards,Forwards,70,,,,Air Force,AHA
St Thomas,J.D. Metz,29,Forwards,Forwards,Fr,6-2,194,10/24/2002,"Mahtomedi, Minn.",Forwards,Forwards,74,,,,New Mexico,NAHL
St Thomas,Ryan O'Neill,11,Forwards,Forwards,So,5-10,175,2/25/2001,"Roseville, Minn.",Forwards,Forwards,70,,,,St. Cloud,NAHL
St Thomas,Quinton Pepper,15,Forwards,Forwards,So,6-3,187,1/31/2002,"London, Ont.",Forwards,Forwards,75,,,,Steinbach,MJHL
St Thomas,Tim Piechowski,12,Forwards,Forwards,Jr,6-2,210,12/8/2000,"Eden Prairie, Minn.",Forwards,Forwards,74,,,,Bismarck,NAHL
St Thomas,Noah Prokop,13,Forwards,Forwards,Gr,6-1,198,1/15/2000,"Highlands Ranch, Colo.",Forwards,Forwards,73,,,,Colorado College,NCHC
St Thomas,Cameron Recchi,8,Forwards,Forwards,Jr,5-10,165,5/24/2001,"Pittsburgh, Pa.",Forwards,Forwards,70,,,,Salmon Arm,BCHL
St Thomas,Lucas Wahlin,3,Forwards,Forwards,So,5-11,160,5/3/2001,"Woodbury, Minn.",Forwards,Forwards,71,,,,Lincoln,USHL
St Thomas,Max Prazma,39,Goaltenders,Goaltenders,Fr,6-4,194,1/12/2002,"Calgary, Alb.",Goaltenders,Goaltenders,76,,,,Calgary,AJHL
St Thomas,Jake Sibell,30,Goaltenders,Goaltenders,So,6-7,220,1/3/2000,"Isanti, Minn.",Goaltenders,Goaltenders,79,,,,Niagara,AHA
St Thomas,Aaron Trotter,31,Goaltenders,Goaltenders,Jr,6-2,170,4/7/2001,"Victoria, B.C.",Goaltenders,Goaltenders,74,,,,Prince George,BCHL
Boston College,Jacob Bengtsson,15,Defensemen,Defensemen,Sr,6-3,197,5/8/1999,"Stockholm, Sweden",Defensemen,Defensemen,75,,,,Waterloo,USHL
Boston College,Drew Fortescue,5,Defensemen,Defensemen,Fr,6-2,170,4/28/2005,"Pearl River, N.Y.",Defensemen,Defensemen,74,2023,NYR,3,USNTDP,USHL
Boston College,Lukas Gustafsson,8,Defensemen,Defensemen,So,5-10,190,12/16/2002,"Alpharetta, Ga.",Defensemen,Defensemen,70,,,,Chicago,USHL
Boston College,Aidan Hreschuk,7,Defensemen,Defensemen,Jr,5-11,178,2/19/2003,"Long Beach, Calif.",Defensemen,Defensemen,71,2021,CAR,3,USNTDP,USHL
Boston College,Nolan Joyce,3,Defensemen,Defensemen,Fr,6-1,192,9/25/2003,"Dedham, Mass.",Defensemen,Defensemen,73,,,,Chicago,USHL
Boston College,Charlie Leddy,4,Defensemen,Defensemen,So,6-1,185,1/11/2004,"Fairfield, Conn.",Defensemen,Defensemen,73,2022,NJD,4,USNTDP,USHL
Boston College,Aram Minnetian,17,Defensemen,Defensemen,Fr,5-11,174,3/19/2005,"Woodcliff Lake, N.J.",Defensemen,Defensemen,71,2023,DAL,4,USNTDP,USHL
Boston College,Eamon Powell,2,Defensemen,Defensemen,Sr,5-11,173,5/10/2002,"Marcellus, N.Y.",Defensemen,Defensemen,71,2020,TBL,4,USNTDP,USHL
Boston College,Colby Ambrosio,11,Forwards,Forwards,Sr,5-9,174,8/7/2002,"Welland, Ont.",Forwards,Forwards,69,2020,COL,4,Tri-City,USHL
Boston College,Jamie Armstrong,25,Forwards,Forwards,Gr,6-1,190,8/7/1998,"Warwick, R.I.",Forwards,Forwards,73,,,,Boston University,HEA
Boston College,Paul Davey,18,Forwards,Forwards,So,6-2,181,1/11/2003,"Greenwich, Conn.",Forwards,Forwards,74,,,,Des Moines,USHL
Boston College,Timmy Delay,28,Forwards,Forwards,Fr,6-1,170,6/16/2003,"Hingham, Mass.",Forwards,Forwards,73,,,,Chiliwack,BCHL
Boston College,Andre Gasseau,24,Forwards,Forwards,So,6-4,209,7/3/2003,"Garden Grove, Calif.",Forwards,Forwards,76,,,,Fargo,USHL
Boston College,Cutter Gauthier,19,Forwards,Forwards,So,6-2,201,1/19/2004,"Scottsdale, Ariz.",Forwards,Forwards,74,2022,PHI,1,USNTDP,USHL
Boston College,Oskar Jellvik,21,Forwards,Forwards,So,5-11,174,2/8/2003,"Täby, Sweden",Forwards,Forwards,71,,,,Djurgårdens IF,SHL
Boston College,Connor Joyce,27,Forwards,Forwards,Jr,6-0,168,7/6/2001,"Dedham, Mass.",Forwards,Forwards,72,,,,Jr. Rangers,NCDC
Boston College,Ryan Leonard,9,Forwards,Forwards,Fr,6-0,192,1/21/2005,"Amherst, Mass.",Forwards,Forwards,72,2023,WSH,1,USNTDP,USHL
Boston College,Jack Malone,13,Forwards,Forwards,Gr,6-1,196,10/13/2000,"Madison, N.J.",Forwards,Forwards,73,,,,Cornell,ECAC
Boston College,Gabe Perreault,34,Forwards,Forwards,Fr,5-11,165,5/7/2005,"Sherbrooke, Que.",Forwards,Forwards,71,2023,NYR,1,USNTDP U-18,
Boston College,Mike Posma,12,Forwards,Forwards,Jr,6-0,183,12/4/2001,"Pomona, N.Y.",Forwards,Forwards,72,,,,Omaha,USHL
Boston College,Gentry Shamburger,14,Forwards,Forwards,Sr,6-0,196,9/29/2000,"Atlanta, Ga.",Forwards,Forwards,72,,,,Avon Old Farms,PREP
Boston College,Will Smith,6,Forwards,Forwards,Fr,6-0,181,3/17/2005,"Lexington, Mass.",Forwards,Forwards,72,2023,SJS,1,USNTDP,USHL
Boston College,Will Traeger,23,Forwards,Forwards,So,5-7,165,4/10/2002,"Mendota Heights, Minn.",Forwards,Forwards,67,,,,Jersey,NCDC
Boston College,Will Vote,22,Forwards,Forwards,Fr,5-8,161,2/22/2005,"Arlington, Mass.",Forwards,Forwards,68,,,,USNTDP,USHL
Boston College,Jacob Fowler,1,Goaltenders,Goaltenders,Fr,6-2,214,11/24/2004,"Melbourne, Fla.",Goaltenders,Goaltenders,74,2023,MTL,3,Youngstown,USHL
Boston College,Jan Korec,30,Goaltenders,Goaltenders,Fr,6-1,185,9/28/2004,"Bratislava, Slovakia",Goaltenders,Goaltenders,73,,,,Des Moines,USHL
Boston College,Alex Musielak,31,Goaltenders,Goaltenders,Fr,6-4,180,7/23/2003,"Buffalo, N.Y.",Goaltenders,Goaltenders,76,,,,Kemptville,CCHL
Ohio State,Scooter Brickey,8,Defensemen,Defensemen,Gr,6-4,215,5/27/1999,"Burtchville, Mich.",Defensemen,Defensemen,76,,,,Des Moines,USHL
Ohio State,Damien Carfagna,93,Defensemen,Defensemen,So,6-0,185,12/12/2002,"Wood Ridge, N.J.",Defensemen,Defensemen,72,,,,New Hampshire,HEA
Ohio State,Brent Johnson,7,Defensemen,Defensemen,Jr,6-0,185,3/20/2003,"Dallas, Texas",Defensemen,Defensemen,72,2021,WSH,3,North Dakota,NCHC
Ohio State,Mason Klee,6,Defensemen,Defensemen,Gr,6-2,195,10/4/1999,"Morrison, Colo.",Defensemen,Defensemen,74,,,,Rensselaer,ECAC
Ohio State,John Larkin,4,Defensemen,Defensemen,So,6-2,190,1/26/2001,"Detroit, Mich.",Defensemen,Defensemen,74,,,,Austin,NAHL
Ohio State,Nathan McBrayer,2,Defensemen,Defensemen,Fr,6-0,195,5/11/2004,"Columbus, Ohio",Defensemen,Defensemen,72,,,,Muskegon,USHL
Ohio State,William Smith,28,Defensemen,Defensemen,Fr,6-1,195,3/29/2003,"Toronto, Ont.",Defensemen,Defensemen,73,,,,Omaha,USHL
Ohio State,Theo Wallberg,44,Defensemen,Defensemen,Fr,6-5,203,12/4/2003,"Stockhom, Sweden",Defensemen,Defensemen,77,,,,Dubuque,USHL
Ohio State,Caden Brown,12,Forwards,Forwards,Jr,5-11,185,6/22/2003,"Chesterfield, Mo.",Forwards,Forwards,71,,,,Wisconsin,B10
Ohio State,Davis Burnside,23,Forwards,Forwards,So,6-0,176,9/22/2003,"La Grange, Ill.",Forwards,Forwards,72,,,,Dubuque,USHL
Ohio State,Matt Cassidy,20,Forwards,Forwards,Gr,6-0,187,7/31/1999,"Medford, N.J.",Forwards,Forwards,72,,,,Quinnipiac,ECAC
Ohio State,Sam Deckhut,25,Forwards,Forwards,Fr,5-11,195,4/2/2002,"San Diego, Calif.",Forwards,Forwards,71,,,,Sioux City,USHL
Ohio State,Jake Dunlap,91,Forwards,Forwards,So,5-9,175,12/5/2001,"Windham, N.H.",Forwards,Forwards,69,,,,New Hamphire,HEA
Ohio State,Joe Dunlap,21,Forwards,Forwards,Sr,6-0,185,11/30/1999,"Windham, N.H.",Forwards,Forwards,72,,,,Fargo,USHL
Ohio State,Michael Gildon,18,Forwards,Forwards,Sr,6-2,196,6/21/2001,"Plano, Texas",Forwards,Forwards,74,,,,USA U-18 Team,NTDP
Ohio State,Ryan Gordon,29,Forwards,Forwards,Fr,6-0,185,5/5/2002,"Duluth, Ga.",Forwards,Forwards,72,,,,Sioux Falls,USHL
Ohio State,Patrick Guzzo,71,Forwards,Forwards,Sr,6-3,198,11/27/2001,"Marysville, Mich.",Forwards,Forwards,75,,,,Waterloo,USHL
Ohio State,Stephen Halliday,19,Forwards,Forwards,So,6-4,210,7/2/2002,"Ajax, Ont.",Forwards,Forwards,76,2022,OTT,4,Dubuque,USHL
Ohio State,Riley Hughes,9,Forwards,Forwards,Gr,6-2,200,6/27/2000,"Westwood, Mass.",Forwards,Forwards,74,2018,NYR,7,Northeastern,HEA
Ohio State,Dalton Messina,14,Forwards,Forwards,Gr,5-11,195,3/29/1998,"Macomb, Mich.",Forwards,Forwards,71,,,,Youngstown,USHL
Ohio State,Max Montes,16,Forwards,Forwards,Fr,5-8,165,9/1/2003,"Waukesha, Wis.",Forwards,Forwards,68,,,,Dubuque,USHL
Ohio State,Cam Thiesing,15,Forwards,Forwards,Jr,6-0,184,3/26/2001,"Franklin, Tenn.",Forwards,Forwards,72,,,,Green Bay,USHL
Ohio State,Thomas Weis,10,Forwards,Forwards,Fr,5-10,180,2/8/2002,"Madison, Wis.",Forwards,Forwards,70,,,,Madison,USHL
Ohio State,Kristoffer Eberly,60,Goaltenders,Goaltenders,Fr,6-4,208,12/10/2002,"Pinckney, Mich.",Goaltenders,Goaltenders,76,,,,Green Bay,USHL
Ohio State,Reilly Herbst,34,Goaltenders,Goaltenders,Jr,6-0,185,2/17/2000,"Niwot, Colo.",Goaltenders,Goaltenders,72,,,,Omaha,USHL
Ohio State,Logan Terness,1,Goaltenders,Goaltenders,Sr,6-0,175,9/18/2002,"Burnaby, B.C.",Goaltenders,Goaltenders,72,,,,Connecticut,HEA
Connecticut,Jake Flynn,16,Defensemen,Defensemen,Gr,6-0,180,5/26/2001,"Bridgewater, Mass.",Defensemen,Defensemen,72,,,,Thayer Academy,PREP
Connecticut,Andrew Lucas,6,Defensemen,Defensemen,Sr,6-0,179,2/5/1999,"Alexandria, Va.",Defensemen,Defensemen,72,,,,Brooks,AJHL
Connecticut,Tom Messineo,15,Defensemen,Defensemen,So,6-0,190,5/2/2002,"Westwood, Mass.",Defensemen,Defensemen,72,,,,Chilliwack,BCHL
Connecticut,Jack Pascucci,2,Defensemen,Defensemen,So,6-2,195,2/15/2002,"North Andover, Mass.",Defensemen,Defensemen,74,,,,Des Moines,USHL
Connecticut,Harrison Rees,27,Defensemen,Defensemen,Gr,6-2,175,3/19/2000,"Oakville, Ont.",Defensemen,Defensemen,74,,,,North York,OJHL
Connecticut,Owen Simpson,34,Defensemen,Defensemen,Fr,6-5,190,7/1/2003,"Toronto, Ont.",Defensemen,Defensemen,77,,,,Penticton,BCHL
Connecticut,John Spetz,18,Defensemen,Defensemen,Sr,5-10,195,12/1/1999,"Oak Ridge, N.J.",Defensemen,Defensemen,70,,,,Chicago,USHL
Connecticut,Bauer Swift,5,Defensemen,Defensemen,Fr,6-0,185,6/17/2002,"West Hartford, Conn.",Defensemen,Defensemen,72,,,,Lone Star,NAHL
Connecticut,Jake Black,19,Forwards,Forwards,So,5-11,180,3/5/2002,"Pomfret, Conn.",Forwards,Forwards,71,,,,Johnstown,NAHL
Connecticut,Chase Bradley,20,Forwards,Forwards,Jr,6-0,198,1/9/2002,"St. Louis, Mo.",Forwards,Forwards,72,2020,DET,7,Sioux City,USHL
Connecticut,Nick Capone,21,Forwards,Forwards,Sr,6-2,205,12/17/2001,"East Haven, Conn.",Forwards,Forwards,74,2020,TBL,6,Tri-City,USHL
Connecticut,Mark D'Agostino,24,Forwards,Forwards,So,6-0,180,5/6/2001,"North Branford, Conn.",Forwards,Forwards,72,,,,Powell River,BCHL
Connecticut,Oliver Flynn,12,Forwards,Forwards,Fr,6-1,210,6/13/2003,"Wolcott, Conn.",Forwards,Forwards,73,,,,Madison,USHL
Connecticut,Tristan Fraser,10,Forwards,Forwards,So,6-0,190,11/13/2001,"West Vancouver, B.C.",Forwards,Forwards,72,,,,Nanaimo,BCHL
Connecticut,Tabor Heaslip,23,Forwards,Forwards,So,5-9,175,12/17/2001,"Fort Worth, Texas",Forwards,Forwards,69,,,,Sioux City,USHL
Connecticut,Huston Karpman,7,Forwards,Forwards,So,5-11,200,2/7/2001,"Manhattan Beach, Calif.",Forwards,Forwards,71,,,,Minot,NAHL
Connecticut,Ryan Mahshie,25,Forwards,Forwards,Gr,6-3,215,4/5/1999,"Stoney Creek, Ont.",Forwards,Forwards,75,,,,Rensellaer,ECAC
Connecticut,Joey Muldowney,8,Forwards,Forwards,Fr,5-9,160,6/5/2004,"Lake View, N.Y.",Forwards,Forwards,69,2022,SJS,6,Des Moines,USHL
Connecticut,Jake Percival,17,Forwards,Forwards,So,5-10,180,2/11/2002,"Avon, Conn.",Forwards,Forwards,70,,,,Cedar Rapids,USHL
Connecticut,Jake Richard,11,Forwards,Forwards,Fr,6-1,190,8/15/2004,"Jacksonville, Fla.",Forwards,Forwards,73,,,,Tri-City,USHL
Connecticut,Samu Salminen,13,Forwards,Forwards,So,6-3,190,4/9/2003,"Helsinki, Finland",Forwards,Forwards,75,2021,NJD,3,Jokerit U20,SM-saria U20
Connecticut,Hudson Schandor,22,Forwards,Forwards,Sr,5-9,175,9/29/2000,"North Vancouver, B.C.",Forwards,Forwards,69,,,,Surrey,BCHL
Connecticut,Ryan Tattle,9,Forwards,Forwards,So,5-10,180,9/7/2001,"Port Moody, B.C.",Forwards,Forwards,70,,,,Coquitlam,BCHL
Connecticut,Jake Veilleux,29,Forwards,Forwards,Jr,6-0,185,1/19/2000,"South Windsor, Conn.",Forwards,Forwards,72,,,,Victoria,BCHL
Connecticut,Matthew Wood,71,Forwards,Forwards,So,6-3,190,2/6/2005,"Lethbridge, Alb.",Forwards,Forwards,75,2023,NSH,1,Victoria,BCHL
